,text,real
614,Corrupt politician Joe Biden makes Crooked Hillary look like an amateur!,1.0
616,"Very proud of the @nypost, my former “hometown newspaper”. They have said and shown what everyone knows about Sleepy Joe Biden. He is a CORRUPT POLITICIAN!!!",1.0
617,"Joe Biden is a corrupt politician, and everybody knows it. Now you have the proof, perhaps like never was had before on a major politician. Laptop plus. This is the second biggest political scandal in our history!",1.0
618,"Hunter Biden’s laptop is a disaster for the entire Biden family, but especially for his father, Joe. It is now a proven fact, and cannot be denied, that all of that info is the REAL DEAL. That makes it impossible for “50%, or 10%” Joe, to ever assume the office of the President!",1.0
619,"The United States shows more CASES than other countries, which the Lamestream Fake News Media pounces on daily, because it TESTS at such a high (and costly) level. No country in the world tests at this level. The more you TEST, the more CASES you will be reporting. Very simple!",1.0
625,"Joe Biden is the living embodiment of the corrupt political class that enriched itself while draining the economic life and soul from our Country. For the last 47 years, Joe Biden shipped away your jobs, shut down your factories, threw open your borders, and ravaged our cities...",1.0
631,Getting ready to land in Wisconsin. See you soon!,1.0
640,"Getting ready to land in Muskegon, Michigan. Another giant crowd. See you soon! #MAGA",1.0
648,SLEEPY JOE BIDEN IS PROPOSING THE BIGGEST TAX HIKE IN OUR COUNTRY’S HISTORY! CAN ANYBODY REALLY VOTE FOR THIS?,1.0
649,GIANT RED WAVE COMING!,1.0
650,"Senator Little Ben Sasse of the Great State of Nebraska seems to be heading down the same inglorious path as former Senators Liddle’ Bob Corker, whose approval rating in Tennessee went from 55% to 4%, & Jeff “the Flake” Flake, whose approval rating in Arizona went from 56% to....",1.0
651,"The least effective of our 53 Republican Senators, and a person who truly doesn’t have what it takes to be great, is Little Ben Sasse of Nebraska, a State which I have gladly done so much to help. @SenSasse was as nice as a RINO can be until he recently won the Republican....",1.0
657,"Getting ready to land in Macon, Georgia. Another giant crowd. See you soon!",1.0
661,Getting ready to speak in Florida. Enjoy!,1.0
662,"Biden made another big mistake. He totally mixed up two Crime Bills. Didn’t have a clue (as usual!). Also, he freely used the term SUPER PREDATOR!!!",1.0
664,"There is a nasty rumor out there that @SenatorCollins of Maine will not be supporting our great United States Supreme Court Nominee. Well, she didn’t support Healthcare or my opening up 5000 square miles of Ocean to Maine, so why should this be any different. Not worth the work!",1.0
665,"Big T was not a reference to me, but rather to Big Tech, which should have been properly pointed out in Twitter’s Fake Trending Section!",1.0
666,"Steve Scully of @cspan had a very bad week. When his name was announced, I said he would not be appropriate because of conflicts. I was right! Then he said he was hacked, he wasn’t. I was right again! But his biggest mistake was “confiding” in a lowlife loser like the Mooch. Sad!",1.0
667,Very good reviews on last night’s @NBCNews Town Hall in Miami. Thank you!!!,1.0
668,"Polls numbers are looking very strong. Big crowds, great enthusiasm. Massive RED WAVE coming!!!",1.0
674,"Sleepy Joe Biden had a very bad showing last night, despite the fact that @GStephanopoulos didn’t ask him any questions on his being a “corrupt politician”. Big Tech & Lamestream Media are working hard to hide this corruption!!!",1.0
681,"Pelosi is holding up STIMULUS, not the Republicans!",1.0
682,"I will be doing a major Fake @NBCNews Town Hall Forum, live tonight from Miami, at 8:00 P.M. They asked me to do it in place of the Rigged Steve Scully (he is now suspended from @cspan for lying) Debate. I wonder if they’ll treat me as well as Sleepy Joe? They should!",1.0
683,I was right again! Steve Scully just admitted he was lying about his Twitter being hacked. The Debate was Rigged! He was suspended from @cspan indefinitely. The Trump Campaign was not treated fairly by the “Commission”. Did I show good instincts in being the first to know?,1.0
694,Heading to North Carolina soon. Really Big Crowd. We will have a great time!!!,1.0
695,Will be interviewed by @Varneyco on @FoxBusiness  at 10:00 A.M.  Enjoy!,1.0
699,"Nancy Pelosi couldn’t care less about the American People or the great American Worker. She should approve needed STIMULUS now. Most other Dems agree. Republicans are ready to go, I am ready to sign!!!",1.0
700,"People are fleeing California. Taxes too high, Crime too high, Brownouts too many, Lockdowns too severe. VOTE FOR TRUMP, WHAT THE HELL DO YOU HAVE TO LOSE!!!",1.0
704,"I’ve gone through years of a Fake, Illegal, and Totally Discredited Witch-Hunt, and now it’s revealed that it was a Hoax by the “other side”, which must pay a price for what they did. Think of where we’d be now without Fake & Fraudulent stories every night, for years!!!",1.0
706,Congratulations to the @nypost for having exposed the massive corruption surrounding Sleepy Joe Biden and our Country. He’s always been a corrupt politician. Disgraceful!,1.0
716,"Georgia, this is your chance to MAKE AMERICA GREAT AGAIN. We have been strong for our Military, Vets, 2nd Amendment, and ALL. VOTE NOW!",1.0
719,Great night in Pennsylvania. Big and Enthusiastic Crowd. Will be back soon. VOTE!!!,1.0
731,"Watch @OANN, @newsmax, @cspan. Just arrived in Pennsylvania. Enjoy!",1.0
732,"Getting ready to land in Johnstown, Pennsylvania. Big crowd. See you soon!!!",1.0
733,Totally Negative China Virus Reports. Hit it early and hard. Fake News is devastated. They are very bad (and sick!) people!,1.0
734,"How dare failed Presidential Candidate (1% and falling!) @CoryBooker make false charges and statements about me in addressing Judge Barrett. Illegally, never even lived in Newark when he was Mayor. Guy is a total loser! I want better Healthcare for far less money, always.....",1.0
744,STIMULUS! Go big or go home!!!,1.0
745,“The Radical Left is trying hard to undermine the Christopher Columbus legacy. A great Italian opened new chapter in history of humanity by discovering the Americas”.  @OANN  Not on my watch!,1.0
747,"We love the people of Lake Charles, Louisiana. You’ve been hit hard , and often, but your Federal Government is there to help. It will all work out, and FAST!!! @fema @USArmy",1.0
748,"Republicans will be providing far better Healthcare than the Democrats, at a far lower cost...And will always protect people with Pre-existing conditions!!!!",1.0
749,GOP raises over 1 Billion Dollars through @WINRED since recent founding. November 3rd. The most important Election in the History of our Country!!!,1.0
750,"California hired a pure Sleepy Joe Democrat firm to count and “harvest” votes. No way Republicans get a fair shake. Lawyers, get started!!! @GOPLeader  California is in big trouble. Vote Trump and watch the greatest comeback of them all!!! Also, New York and Illinois - go for it!",1.0
764,"I keep reading Fake News stories that my campaign is running low on money. Not true, & if it were so, I would put up money myself. The fact is that we have much more money than we had 4 years ago, where we spent much less money than Crooked Hillary, and still easily won, 306-223!",1.0
765,"Great Florida Rally tonight. Big crowd, lot of enthusiasm (you win races with enthusiasm). Just got back. Tomorrow night it’s off to Pennsylvania and another BIG crowd. We are winning. Economy is starting to boom. Good timing!!!",1.0
776,"Getting ready to land in Florida. BIG CROWD! Live on various networks: @OANN, @cspan, @newsmax and others!!!",1.0
777,".@FoxNews allows more negative ads on me than practically all of the other networks combined. Not like the old days, but we will win even bigger than 2016. Roger Ailes was the GREATEST!",1.0
778,"“I’m running as a proud Democrat, for the Senate”. Sleepy Joe Biden today. It’s only going to get worse. It is not sustainable for our County - China will own us!!!!",1.0
779,"Biden losing big in Florida. Only Fake Polls show otherwise! Bad for Healthcare. Thinks he’s running for the Senate. Forgot Mitt Romney’s name, and where he was!",1.0
781,"The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. The cure cannot be worse than the problem itself. Open up your states, Democrat governors. Open up New York. A long battle, but they finally did the right thing!",1.0
782,Republicans should be strongly focused on completing a wonderful stimulus package for the American People!,1.0
783,"What’s going on, almost nobody is showing up for Sleepy Joe rallies!",1.0
784,"Sleepy Joe Biden had a particularly bad day today. He couldn’t remember the name of Mitt Romney, said again he was running for the U.S. Senate, and forgot what State he was in. If I did any of this, it would be disqualifying. With him, he’s just Sleepy Joe!",1.0
788,Leaving now for Florida Rally. Big crowds!,1.0
791,"307,000 Veterans Died waiting for Healthcare at the V.A. During Sleepy Joe Biden’s Watch. 800,000 Records Stalled! A complete and total disaster.",1.0
792,Heading to the Greatest Economy Of All Time!!!  VOTE,1.0
793,"So Biden is coughing and hacking and playing “fingers” with his mask, all over the place, and the Fake News doesn’t want to even think about discussing it. “Journalism” has reached the all time low in history. Sadly, Lamestream knows this and doesn’t even care!",1.0
